filename,size,size_gb
chunk_0-00536-of-00546.parquet,41288480,0.038
chunk_0-00537-of-00546.parquet,41843590,0.039
chunk_0-00538-of-00546.parquet,46579528,0.043
chunk_0-00539-of-00546.parquet,62718485,0.058
chunk_0-00540-of-00546.parquet,60988533,0.057
chunk_0-00541-of-00546.parquet,71433441,0.067
chunk_0-00542-of-00546.parquet,75294035,0.07
chunk_0-00543-of-00546.parquet,73180333,0.068
chunk_0-00544-of-00546.parquet,64708292,0.06
chunk_0-00545-of-00546.parquet,60637439,0.056
chunk_1-00000-of-00240.parquet,129080155,0.12
chunk_1-00001-of-00240.parquet,144384785,0.134
chunk_1-00002-of-00240.parquet,131309478,0.122
chunk_1-00003-of-00240.parquet,109598135,0.102
chunk_1-00004-of-00240.parquet,133092722,0.124
chunk_1-00005-of-00240.parquet,123677875,0.115
chunk_1-00006-of-00240.parquet,197290456,0.184
chunk_1-00007-of-00240.parquet,194447438,0.181
chunk_1-00008-of-00240.parquet,107279199,0.1
chunk_1-00009-of-00240.parquet,86014100,0.08
chunk_1-00010-of-00240.parquet,53319856,0.05
chunk_1-00011-of-00240.parquet,60628013,0.056
chunk_1-00012-of-00240.parquet,63374546,0.059
chunk_1-00013-of-00240.parquet,73139020,0.068
chunk_1-00014-of-00240.parquet,74314976,0.069
chunk_1-00015-of-00240.parquet,67129534,0.063
chunk_1-00016-of-00240.parquet,63232149,0.059
chunk_1-00017-of-00240.parquet,43326281,0.04
chunk_1-00018-of-00240.parquet,33901897,0.032
chunk_1-00019-of-00240.parquet,30718017,0.029
chunk_1-00020-of-00240.parquet,35966272,0.033
chunk_1-00021-of-00240.parquet,30053795,0.028
chunk_1-00022-of-00240.parquet,37606655,0.035
chunk_1-00023-of-00240.parquet,41592373,0.039
chunk_1-00024-of-00240.parquet,33945200,0.032
chunk_1-00025-of-00240.parquet,40792952,0.038
chunk_1-00026-of-00240.parquet,80709662,0.075
chunk_1-00027-of-00240.parquet,141337407,0.132
chunk_1-00028-of-00240.parquet,178334317,0.166
chunk_1-00029-of-00240.parquet,187966013,0.175
chunk_1-00030-of-00240.parquet,190824725,0.178
chunk_1-00031-of-00240.parquet,193927522,0.181
chunk_1-00032-of-00240.parquet,187886343,0.175
chunk_1-00033-of-00240.parquet,197729138,0.184
chunk_1-00034-of-00240.parquet,185976050,0.173
chunk_1-00035-of-00240.parquet,185200325,0.172
chunk_1-00036-of-00240.parquet,183740326,0.171
chunk_1-00037-of-00240.parquet,179121601,0.167
chunk_1-00038-of-00240.parquet,175716902,0.164
chunk_1-00039-of-00240.parquet,177726338,0.166
chunk_1-00040-of-00240.parquet,162158990,0.151
chunk_1-00041-of-00240.parquet,155827705,0.145
chunk_1-00042-of-00240.parquet,151307699,0.141
chunk_1-00043-of-00240.parquet,168980251,0.157
chunk_1-00044-of-00240.parquet,203090992,0.189
chunk_1-00045-of-00240.parquet,202768446,0.189
chunk_1-00046-of-00240.parquet,206791795,0.193
chunk_1-00047-of-00240.parquet,193583323,0.18
chunk_1-00048-of-00240.parquet,205248608,0.191
chunk_1-00049-of-00240.parquet,204443303,0.19
chunk_1-00050-of-00240.parquet,199128564,0.185
chunk_1-00051-of-00240.parquet,175759972,0.164
chunk_1-00052-of-00240.parquet,148589098,0.138
chunk_1-00053-of-00240.parquet,133125276,0.124
chunk_1-00054-of-00240.parquet,146355167,0.136
chunk_1-00055-of-00240.parquet,157158270,0.146
chunk_1-00056-of-00240.parquet,197596055,0.184
chunk_1-00057-of-00240.parquet,193818515,0.181
chunk_1-00058-of-00240.parquet,214129568,0.199
chunk_1-00059-of-00240.parquet,206441272,0.192
chunk_1-00060-of-00240.parquet,211082132,0.197
chunk_1-00061-of-00240.parquet,198473629,0.185
chunk_1-00062-of-00240.parquet,221854085,0.207
chunk_1-00063-of-00240.parquet,212647676,0.198
chunk_1-00064-of-00240.parquet,203112680,0.189
chunk_1-00065-of-00240.parquet,199670176,0.186
chunk_1-00066-of-00240.parquet,220474867,0.205
chunk_1-00067-of-00240.parquet,235369439,0.219
chunk_1-00068-of-00240.parquet,257874398,0.24
chunk_1-00069-of-00240.parquet,241986206,0.225
chunk_1-00070-of-00240.parquet,224644847,0.209
chunk_1-00071-of-00240.parquet,214994628,0.2
chunk_1-00072-of-00240.parquet,206285077,0.192
chunk_1-00073-of-00240.parquet,197547922,0.184
chunk_1-00074-of-00240.parquet,202015281,0.188
chunk_1-00075-of-00240.parquet,198064597,0.184
chunk_1-00076-of-00240.parquet,237238893,0.221
chunk_1-00077-of-00240.parquet,298508178,0.278
chunk_1-00078-of-00240.parquet,315207748,0.294
chunk_1-00079-of-00240.parquet,269054864,0.251
chunk_1-00080-of-00240.parquet,228522274,0.213
chunk_1-00081-of-00240.parquet,192564454,0.179
chunk_1-00082-of-00240.parquet,177474923,0.165
chunk_1-00083-of-00240.parquet,171408499,0.16
chunk_1-00084-of-00240.parquet,179228043,0.167
chunk_1-00085-of-00240.parquet,189892252,0.177
chunk_1-00086-of-00240.parquet,185822395,0.173
chunk_1-00087-of-00240.parquet,161662470,0.151
chunk_1-00088-of-00240.parquet,131260901,0.122
chunk_1-00089-of-00240.parquet,130782101,0.122
chunk_1-00090-of-00240.parquet,163818998,0.153
chunk_1-00091-of-00240.parquet,144476175,0.135
chunk_1-00092-of-00240.parquet,115898345,0.108
chunk_1-00093-of-00240.parquet,98423887,0.092
chunk_1-00094-of-00240.parquet,120704790,0.112
chunk_1-00095-of-00240.parquet,112538615,0.105
chunk_1-00096-of-00240.parquet,136302131,0.127
chunk_1-00097-of-00240.parquet,125693367,0.117
chunk_1-00098-of-00240.parquet,160092310,0.149
chunk_1-00099-of-00240.parquet,135735891,0.126
chunk_1-00100-of-00240.parquet,143648967,0.134
chunk_1-00101-of-00240.parquet,106640766,0.099
chunk_1-00102-of-00240.parquet,112068660,0.104
chunk_1-00103-of-00240.parquet,95649122,0.089
chunk_1-00104-of-00240.parquet,128650140,0.12
chunk_1-00105-of-00240.parquet,121938876,0.114
chunk_1-00106-of-00240.parquet,114635014,0.107
chunk_1-00107-of-00240.parquet,112464302,0.105
chunk_1-00108-of-00240.parquet,96148072,0.09
chunk_1-00109-of-00240.parquet,113938882,0.106
chunk_1-00110-of-00240.parquet,87037867,0.081
chunk_1-00111-of-00240.parquet,85413182,0.08
chunk_1-00112-of-00240.parquet,101662597,0.095
chunk_1-00113-of-00240.parquet,142852086,0.133
chunk_1-00114-of-00240.parquet,162961947,0.152
chunk_1-00115-of-00240.parquet,176147342,0.164
chunk_1-00116-of-00240.parquet,180886236,0.168
chunk_1-00117-of-00240.parquet,186051439,0.173
chunk_1-00118-of-00240.parquet,190249810,0.177
chunk_1-00119-of-00240.parquet,198114077,0.185
chunk_1-00120-of-00240.parquet,203526064,0.19
chunk_1-00121-of-00240.parquet,217049031,0.202
chunk_1-00122-of-00240.parquet,210450859,0.196
chunk_1-00123-of-00240.parquet,202087012,0.188
chunk_1-00124-of-00240.parquet,202125767,0.188
chunk_1-00125-of-00240.parquet,169722553,0.158
chunk_1-00126-of-00240.parquet,118190746,0.11
chunk_1-00127-of-00240.parquet,106865507,0.1
chunk_1-00128-of-00240.parquet,127036551,0.118
chunk_1-00129-of-00240.parquet,151201585,0.141
chunk_1-00130-of-00240.parquet,171989878,0.16
chunk_1-00131-of-00240.parquet,180257363,0.168
chunk_1-00132-of-00240.parquet,184640999,0.172
chunk_1-00133-of-00240.parquet,189167466,0.176
chunk_1-00134-of-00240.parquet,206096935,0.192
chunk_1-00135-of-00240.parquet,200718980,0.187
chunk_1-00136-of-00240.parquet,183837942,0.171
chunk_1-00137-of-00240.parquet,169681315,0.158
chunk_1-00138-of-00240.parquet,180537373,0.168
chunk_1-00139-of-00240.parquet,194488451,0.181
chunk_1-00140-of-00240.parquet,165065642,0.154
chunk_1-00141-of-00240.parquet,108678774,0.101
chunk_1-00142-of-00240.parquet,119911224,0.112
chunk_1-00143-of-00240.parquet,199913802,0.186
chunk_1-00144-of-00240.parquet,239021570,0.223
chunk_1-00145-of-00240.parquet,228791488,0.213
chunk_1-00146-of-00240.parquet,342116038,0.319
chunk_1-00147-of-00240.parquet,352254428,0.328
chunk_1-00148-of-00240.parquet,276459971,0.257
chunk_1-00149-of-00240.parquet,201006263,0.187
chunk_1-00150-of-00240.parquet,177812705,0.166
chunk_1-00151-of-00240.parquet,191225925,0.178
chunk_1-00152-of-00240.parquet,209521835,0.195
chunk_1-00153-of-00240.parquet,239484754,0.223
chunk_1-00154-of-00240.parquet,320187750,0.298
chunk_1-00155-of-00240.parquet,329163950,0.307
chunk_1-00156-of-00240.parquet,301053221,0.28
chunk_1-00157-of-00240.parquet,267385980,0.249
chunk_1-00158-of-00240.parquet,258053234,0.24
chunk_1-00159-of-00240.parquet,246812738,0.23
chunk_1-00160-of-00240.parquet,241589899,0.225
chunk_1-00161-of-00240.parquet,196634754,0.183
chunk_1-00162-of-00240.parquet,174503641,0.163
chunk_1-00163-of-00240.parquet,190229985,0.177
chunk_1-00164-of-00240.parquet,192542404,0.179
chunk_1-00165-of-00240.parquet,178886206,0.167
chunk_1-00166-of-00240.parquet,182141070,0.17
chunk_1-00167-of-00240.parquet,180493588,0.168
chunk_1-00168-of-00240.parquet,162744753,0.152
chunk_1-00169-of-00240.parquet,167157954,0.156
chunk_1-00170-of-00240.parquet,243456237,0.227
chunk_1-00171-of-00240.parquet,302834568,0.282
chunk_1-00172-of-00240.parquet,257136198,0.239
chunk_1-00173-of-00240.parquet,226497175,0.211
chunk_1-00174-of-00240.parquet,174234754,0.162
chunk_1-00175-of-00240.parquet,197393944,0.184
chunk_1-00176-of-00240.parquet,246348483,0.229
chunk_1-00177-of-00240.parquet,329678681,0.307
chunk_1-00178-of-00240.parquet,253785811,0.236
chunk_1-00179-of-00240.parquet,165051845,0.154
chunk_1-00180-of-00240.parquet,175492182,0.163
chunk_1-00181-of-00240.parquet,129773054,0.121
chunk_1-00182-of-00240.parquet,140286049,0.131
chunk_1-00183-of-00240.parquet,145442864,0.135
chunk_1-00184-of-00240.parquet,170646833,0.159
chunk_1-00185-of-00240.parquet,195582423,0.182
chunk_1-00186-of-00240.parquet,219406493,0.204
chunk_1-00187-of-00240.parquet,206003310,0.192
chunk_1-00188-of-00240.parquet,207924148,0.194
chunk_1-00189-of-00240.parquet,186335568,0.174
chunk_1-00190-of-00240.parquet,211689201,0.197
chunk_1-00191-of-00240.parquet,126798540,0.118
chunk_1-00192-of-00240.parquet,108748979,0.101
chunk_1-00193-of-00240.parquet,153063468,0.143
chunk_1-00194-of-00240.parquet,171442694,0.16
chunk_1-00195-of-00240.parquet,193777462,0.18
chunk_1-00196-of-00240.parquet,191450617,0.178
chunk_1-00197-of-00240.parquet,198179964,0.185
chunk_1-00198-of-00240.parquet,178931672,0.167
chunk_1-00199-of-00240.parquet,179250719,0.167
chunk_1-00200-of-00240.parquet,175163551,0.163
chunk_1-00201-of-00240.parquet,186241352,0.173
chunk_1-00202-of-00240.parquet,182781732,0.17
chunk_1-00203-of-00240.parquet,188086838,0.175
chunk_1-00204-of-00240.parquet,189803781,0.177
chunk_1-00205-of-00240.parquet,193134947,0.18
chunk_1-00206-of-00240.parquet,199092850,0.185
chunk_1-00207-of-00240.parquet,219155730,0.204
chunk_1-00208-of-00240.parquet,232150750,0.216
chunk_1-00209-of-00240.parquet,239497363,0.223
chunk_1-00210-of-00240.parquet,227980716,0.212
chunk_1-00211-of-00240.parquet,233621749,0.218
chunk_1-00212-of-00240.parquet,251518597,0.234
chunk_1-00213-of-00240.parquet,231110957,0.215
chunk_1-00214-of-00240.parquet,221195715,0.206
chunk_1-00215-of-00240.parquet,217126680,0.202
chunk_1-00216-of-00240.parquet,256029606,0.238
chunk_1-00217-of-00240.parquet,341039505,0.318
chunk_1-00218-of-00240.parquet,283954087,0.264
chunk_1-00219-of-00240.parquet,229813661,0.214
chunk_1-00220-of-00240.parquet,227489690,0.212
chunk_1-00221-of-00240.parquet,218585434,0.204
chunk_1-00222-of-00240.parquet,219615035,0.205
chunk_1-00223-of-00240.parquet,204045232,0.19
chunk_1-00224-of-00240.parquet,203261327,0.189
chunk_1-00225-of-00240.parquet,199210913,0.186
chunk_1-00226-of-00240.parquet,184079859,0.171
chunk_1-00227-of-00240.parquet,177616319,0.165
chunk_1-00228-of-00240.parquet,196918530,0.183
chunk_1-00229-of-00240.parquet,191406585,0.178
chunk_1-00230-of-00240.parquet,214680868,0.2
chunk_1-00231-of-00240.parquet,203521266,0.19
chunk_1-00232-of-00240.parquet,184061247,0.171
chunk_1-00233-of-00240.parquet,165963977,0.155
chunk_1-00234-of-00240.parquet,190835961,0.178
chunk_1-00235-of-00240.parquet,236841851,0.221
chunk_1-00236-of-00240.parquet,227861938,0.212
chunk_1-00237-of-00240.parquet,184732161,0.172
chunk_1-00238-of-00240.parquet,193670324,0.18
chunk_1-00239-of-00240.parquet,197692967,0.184
chunk_10-00000-of-00017.parquet,216277979,0.201
chunk_10-00001-of-00017.parquet,211580902,0.197
chunk_10-00002-of-00017.parquet,217136241,0.202
chunk_10-00003-of-00017.parquet,343871255,0.32
chunk_10-00004-of-00017.parquet,230114821,0.214
chunk_10-00005-of-00017.parquet,186291073,0.173
chunk_10-00006-of-00017.parquet,159059556,0.148
chunk_10-00007-of-00017.parquet,193253900,0.18
chunk_10-00008-of-00017.parquet,97919133,0.091
chunk_10-00009-of-00017.parquet,75989921,0.071
chunk_10-00010-of-00017.parquet,99121369,0.092
chunk_10-00011-of-00017.parquet,95014533,0.088
chunk_10-00012-of-00017.parquet,89002773,0.083
chunk_10-00013-of-00017.parquet,164515096,0.153
chunk_10-00014-of-00017.parquet,183625061,0.171
chunk_10-00015-of-00017.parquet,186965697,0.174
chunk_10-00016-of-00017.parquet,211040418,0.197
chunk_100-00000-of-00200.parquet,266430983,0.248
chunk_100-00001-of-00200.parquet,234244993,0.218
chunk_100-00002-of-00200.parquet,163334759,0.152
chunk_100-00003-of-00200.parquet,194011480,0.181
chunk_100-00004-of-00200.parquet,192581900,0.179
chunk_100-00005-of-00200.parquet,222276682,0.207
chunk_100-00006-of-00200.parquet,267872137,0.249
chunk_100-00007-of-00200.parquet,340082900,0.317
chunk_100-00008-of-00200.parquet,296030172,0.276
chunk_100-00009-of-00200.parquet,279565297,0.26
chunk_100-00010-of-00200.parquet,253603192,0.236
chunk_100-00011-of-00200.parquet,243765103,0.227
chunk_100-00012-of-00200.parquet,235181227,0.219
chunk_100-00013-of-00200.parquet,223241762,0.208
chunk_100-00014-of-00200.parquet,157184800,0.146
chunk_100-00015-of-00200.parquet,182959723,0.17
chunk_100-00016-of-00200.parquet,179809678,0.167
chunk_100-00017-of-00200.parquet,182688329,0.17
chunk_100-00018-of-00200.parquet,180041624,0.168
chunk_100-00019-of-00200.parquet,184905803,0.172
chunk_100-00020-of-00200.parquet,160756549,0.15
chunk_100-00021-of-00200.parquet,158263505,0.147
chunk_100-00022-of-00200.parquet,173244707,0.161
chunk_100-00023-of-00200.parquet,261957250,0.244
chunk_100-00024-of-00200.parquet,318894993,0.297
chunk_100-00025-of-00200.parquet,235426459,0.219
chunk_100-00026-of-00200.parquet,201973210,0.188
chunk_100-00027-of-00200.parquet,176999139,0.165
chunk_100-00028-of-00200.parquet,196413113,0.183
chunk_100-00029-of-00200.parquet,273004577,0.254
chunk_100-00030-of-00200.parquet,319237678,0.297
chunk_100-00031-of-00200.parquet,241338314,0.225
chunk_100-00032-of-00200.parquet,151993810,0.142
chunk_100-00033-of-00200.parquet,157910836,0.147
chunk_100-00034-of-00200.parquet,130702905,0.122
chunk_100-00035-of-00200.parquet,142344236,0.133
chunk_100-00036-of-00200.parquet,136901015,0.127
chunk_100-00037-of-00200.parquet,173963487,0.162
chunk_100-00038-of-00200.parquet,182685863,0.17
chunk_100-00039-of-00200.parquet,219642699,0.205
chunk_100-00040-of-00200.parquet,204450765,0.19
chunk_100-00041-of-00200.parquet,207015726,0.193
chunk_100-00042-of-00200.parquet,169275536,0.158
chunk_100-00043-of-00200.parquet,221916677,0.207
chunk_100-00044-of-00200.parquet,109424084,0.102
chunk_100-00045-of-00200.parquet,109702891,0.102
chunk_100-00046-of-00200.parquet,178348942,0.166
chunk_100-00047-of-00200.parquet,164850992,0.154
chunk_100-00048-of-00200.parquet,194091261,0.181
chunk_100-00049-of-00200.parquet,199820924,0.186
chunk_100-00050-of-00200.parquet,197777181,0.184
chunk_100-00051-of-00200.parquet,167778388,0.156
chunk_100-00052-of-00200.parquet,185500868,0.173
chunk_100-00053-of-00200.parquet,172391554,0.161
chunk_100-00054-of-00200.parquet,186816456,0.174
chunk_100-00055-of-00200.parquet,173860960,0.162
chunk_100-00056-of-00200.parquet,188087716,0.175
chunk_100-00057-of-00200.parquet,183856544,0.171
chunk_100-00058-of-00200.parquet,184810357,0.172
chunk_100-00059-of-00200.parquet,202920607,0.189
chunk_100-00060-of-00200.parquet,203609993,0.19
chunk_100-00061-of-00200.parquet,243783000,0.227
chunk_100-00062-of-00200.parquet,242652453,0.226
chunk_100-00063-of-00200.parquet,227755574,0.212
chunk_100-00064-of-00200.parquet,219331919,0.204
chunk_100-00065-of-00200.parquet,243501385,0.227
chunk_100-00066-of-00200.parquet,233319224,0.217
chunk_100-00067-of-00200.parquet,218736427,0.204
chunk_100-00068-of-00200.parquet,199255246,0.186
chunk_100-00069-of-00200.parquet,218910791,0.204
chunk_100-00070-of-00200.parquet,401380675,0.374
chunk_100-00071-of-00200.parquet,271710119,0.253
chunk_100-00072-of-00200.parquet,204403359,0.19
chunk_100-00073-of-00200.parquet,227585388,0.212
chunk_100-00074-of-00200.parquet,217864081,0.203
chunk_100-00075-of-00200.parquet,206500827,0.192
chunk_100-00076-of-00200.parquet,190975754,0.178
chunk_100-00077-of-00200.parquet,205974294,0.192
chunk_100-00078-of-00200.parquet,202866577,0.189
chunk_100-00079-of-00200.parquet,182802768,0.17
chunk_100-00080-of-00200.parquet,161063172,0.15
chunk_100-00081-of-00200.parquet,202713113,0.189
chunk_100-00082-of-00200.parquet,188341368,0.175
chunk_100-00083-of-00200.parquet,206357006,0.192
chunk_100-00084-of-00200.parquet,222583426,0.207
chunk_100-00085-of-00200.parquet,183703698,0.171
chunk_100-00086-of-00200.parquet,144830513,0.135
chunk_100-00087-of-00200.parquet,188694872,0.176
chunk_100-00088-of-00200.parquet,238959627,0.223
chunk_100-00089-of-00200.parquet,255404139,0.238
chunk_100-00090-of-00200.parquet,149143504,0.139
chunk_100-00091-of-00200.parquet,215166731,0.2
chunk_100-00092-of-00200.parquet,191310432,0.178
chunk_100-00093-of-00200.parquet,153090631,0.143
chunk_100-00094-of-00200.parquet,223768437,0.208
chunk_100-00095-of-00200.parquet,253844498,0.236
chunk_100-00096-of-00200.parquet,203209824,0.189
chunk_100-00097-of-00200.parquet,162080366,0.151
chunk_100-00098-of-00200.parquet,172408406,0.161
chunk_100-00099-of-00200.parquet,226553420,0.211
chunk_100-00100-of-00200.parquet,246169421,0.229
chunk_100-00101-of-00200.parquet,199654282,0.186
chunk_100-00102-of-00200.parquet,240462197,0.224
chunk_100-00103-of-00200.parquet,236272386,0.22
chunk_100-00104-of-00200.parquet,203514766,0.19
chunk_100-00105-of-00200.parquet,174585284,0.163
chunk_100-00106-of-00200.parquet,152464257,0.142
chunk_100-00107-of-00200.parquet,112302857,0.105
chunk_100-00108-of-00200.parquet,159515612,0.149
chunk_100-00109-of-00200.parquet,187592550,0.175
chunk_100-00110-of-00200.parquet,201558096,0.188
chunk_100-00111-of-00200.parquet,191063062,0.178
chunk_100-00112-of-00200.parquet,90789063,0.085
chunk_100-00113-of-00200.parquet,46141620,0.043
chunk_100-00114-of-00200.parquet,61248271,0.057
chunk_100-00115-of-00200.parquet,119196347,0.111
chunk_100-00116-of-00200.parquet,119449821,0.111
chunk_100-00117-of-00200.parquet,139059472,0.13
chunk_100-00118-of-00200.parquet,137194000,0.128
chunk_100-00119-of-00200.parquet,118819668,0.111
chunk_100-00120-of-00200.parquet,106798595,0.099
chunk_100-00121-of-00200.parquet,141059871,0.131
chunk_100-00122-of-00200.parquet,164179106,0.153
chunk_100-00123-of-00200.parquet,157660645,0.147
chunk_100-00124-of-00200.parquet,194550673,0.181
chunk_100-00125-of-00200.parquet,183496149,0.171
chunk_100-00126-of-00200.parquet,157982172,0.147
chunk_100-00127-of-00200.parquet,154243076,0.144
chunk_100-00128-of-00200.parquet,177706794,0.166
chunk_100-00129-of-00200.parquet,197640942,0.184
chunk_100-00130-of-00200.parquet,185507701,0.173
chunk_100-00131-of-00200.parquet,198398335,0.185
chunk_100-00132-of-00200.parquet,230631130,0.215
chunk_100-00133-of-00200.parquet,181694760,0.169
chunk_100-00134-of-00200.parquet,140955970,0.131
chunk_100-00135-of-00200.parquet,161765092,0.151
chunk_100-00136-of-00200.parquet,151989154,0.142
chunk_100-00137-of-00200.parquet,159936067,0.149
chunk_100-00138-of-00200.parquet,130324688,0.121
chunk_100-00139-of-00200.parquet,169197166,0.158
chunk_100-00140-of-00200.parquet,172514586,0.161
chunk_100-00141-of-00200.parquet,193720862,0.18
chunk_100-00142-of-00200.parquet,241234615,0.225
chunk_100-00143-of-00200.parquet,206841188,0.193
chunk_100-00144-of-00200.parquet,201406684,0.188
chunk_100-00145-of-00200.parquet,182617266,0.17
chunk_100-00146-of-00200.parquet,198614651,0.185
chunk_100-00147-of-00200.parquet,210070099,0.196
chunk_100-00148-of-00200.parquet,201472160,0.188
chunk_100-00149-of-00200.parquet,192696092,0.179
chunk_100-00150-of-00200.parquet,211392972,0.197
chunk_100-00151-of-00200.parquet,213223668,0.199
